Pitch Type,Pitch,Pitch Group,pitches,USG,PA,AB,K,K%,BB,OBP,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway USG,Putaway%,AVG,obp,SLG,OPS,ISO,mlbid
SI,Sinker,FB,39,37.14,7,4,1,14.29,2,28.57,18,2,11.11,5.13,9,23.08,28.21,18.75,24.14,14.29,0.0,0.429,0.0,0.429,0.0,444482
ST,Sweeper,BR,18,17.14,5,5,2,40.0,0,0.0,6,1,16.67,5.56,5,27.78,33.33,30.77,27.59,25.0,0.4,0.4,0.6,1.0,0.1999999999999999,444482
FF,4-Seam Fastball,FB,17,16.19,5,4,2,40.0,1,20.0,7,1,14.29,5.88,4,23.53,29.41,0.0,17.24,40.0,0.25,0.4,0.25,0.65,0.0,444482
FC,Cutter,FB,9,8.57,4,3,0,0.0,1,25.0,4,0,0.0,0.0,1,11.11,11.11,0.0,3.45,0.0,0.0,0.25,0.0,0.25,0.0,444482
SL,Slider,BR,9,8.57,2,2,1,50.0,0,0.0,3,1,33.33,11.11,1,11.11,22.22,16.67,13.79,25.0,0.5,0.5,0.5,1.0,0.0,444482
CU,Curveball,BR,6,5.71,2,2,2,100.0,0,0.0,3,3,100.0,50.0,0,0.0,50.0,50.0,10.34,66.67,0.0,0.0,0.0,0.0,0.0,444482
FA,Other,,5,4.76,1,0,0,0.0,0,0.0,0,0,,0.0,1,20.0,20.0,0.0,0.0,,,1.0,,,,444482
KC,Knuckle Curve,BR,2,1.9,0,0,0,,0,,1,1,100.0,50.0,0,0.0,50.0,50.0,3.45,0.0,,,,,,444482
FF,4-Seam Fastball,FB,135,32.77,39,35,3,7.69,4,10.26,73,6,8.22,4.44,27,20.0,24.44,34.62,41.67,6.67,0.257,0.333,0.457,0.79,0.2,453568
SI,Sinker,FB,131,31.8,41,36,3,7.32,3,7.32,50,1,2.0,0.76,33,25.19,25.95,10.71,12.96,21.43,0.222,0.317,0.222,0.539,0.0,453568
SL,Slider,BR,52,12.62,13,13,1,7.69,0,0.0,21,3,14.29,5.77,8,15.38,21.15,23.33,12.96,7.14,0.308,0.308,0.462,0.77,0.154,453568
ST,Sweeper,BR,31,7.52,8,7,3,37.5,1,12.5,18,8,44.44,25.81,0,0.0,25.81,40.0,10.19,27.27,0.286,0.375,0.286,0.661,0.0,453568
FC,Cutter,FB,27,6.55,4,4,1,25.0,0,0.0,14,2,14.29,7.41,3,11.11,18.52,9.09,9.26,10.0,0.25,0.25,0.5,0.75,0.25,453568
CH,Changeup,OS,12,2.91,4,4,2,50.0,0,0.0,7,2,28.57,16.67,2,16.67,33.33,60.0,6.48,28.57,0.0,0.0,0.0,0.0,0.0,453568
CU,Curveball,BR,10,2.43,3,3,0,0.0,0,0.0,6,1,16.67,10.0,1,10.0,20.0,25.0,1.85,0.0,1.0,1.0,2.0,3.0,1.0,453568
SV,Slurve,BR,7,1.7,0,0,0,,0,,2,0,0.0,0.0,0,0.0,0.0,16.67,3.7,0.0,,,,,,453568
FS,Split-Finger,OS,4,0.97,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,33.33,0.93,0.0,0.0,0.0,0.0,0.0,0.0,453568
KC,Knuckle Curve,BR,2,0.49,1,1,0,0.0,0,0.0,2,0,0.0,0.0,0,0.0,0.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,453568
,,,1,0.24,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,,453568
FF,4-Seam Fastball,FB,76,40.86,22,19,6,27.27,1,4.55,41,12,29.27,15.79,14,18.42,34.21,40.0,45.76,22.22,0.0,0.05,0.0,0.05,0.0,455117
SI,Sinker,FB,34,18.28,8,8,4,50.0,0,0.0,16,4,25.0,11.76,7,20.59,32.35,28.57,11.86,57.14,0.125,0.125,0.125,0.25,0.0,455117
CU,Curveball,BR,20,10.75,5,5,2,40.0,0,0.0,7,3,42.86,15.0,7,35.0,50.0,16.67,10.17,33.33,0.2,0.2,0.8,1.0,0.6000000000000001,455117
SL,Slider,BR,17,9.14,2,1,1,50.0,0,0.0,6,2,33.33,11.76,5,29.41,41.18,11.11,11.86,14.29,0.0,0.0,0.0,0.0,0.0,455117
CH,Changeup,OS,15,8.06,3,2,1,33.33,1,33.33,5,2,40.0,13.33,1,6.67,20.0,10.0,10.17,16.67,0.0,0.333,0.0,0.333,0.0,455117
ST,Sweeper,BR,10,5.38,1,1,1,100.0,0,0.0,1,0,0.0,0.0,6,60.0,60.0,0.0,5.08,33.33,0.0,0.0,0.0,0.0,0.0,455117
FC,Cutter,FB,9,4.84,3,3,1,33.33,0,0.0,5,2,40.0,22.22,2,22.22,44.44,33.33,1.69,100.0,0.0,0.0,0.0,0.0,0.0,455117
FS,Split-Finger,OS,3,1.61,2,2,1,50.0,0,0.0,2,1,50.0,33.33,0,0.0,33.33,50.0,3.39,50.0,0.0,0.0,0.0,0.0,0.0,455117
KC,Knuckle Curve,BR,1,0.54,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.0,,,,,,,455117
,,,1,0.54,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,,455117
FF,4-Seam Fastball,FB,175,34.93,40,32,6,15.0,8,20.0,78,12,15.38,6.86,36,20.57,27.43,31.91,35.06,11.11,0.344,0.475,0.594,1.069,0.25,456781
SI,Sinker,FB,108,21.56,30,28,5,16.67,2,6.67,59,12,20.34,11.11,19,17.59,28.7,28.57,17.53,18.52,0.214,0.267,0.25,0.517,0.036,456781
CH,Changeup,OS,73,14.57,16,16,3,18.75,0,0.0,29,7,24.14,9.59,12,16.44,26.03,21.95,13.64,14.29,0.375,0.375,0.375,0.75,0.0,456781
SL,Slider,BR,49,9.78,6,5,0,0.0,1,16.67,15,3,20.0,6.12,10,20.41,26.53,7.41,11.69,0.0,0.8,0.833,0.8,1.633,0.0,456781
CU,Curveball,BR,35,6.99,10,10,2,20.0,0,0.0,17,5,29.41,14.29,8,22.86,37.14,36.84,6.49,20.0,0.2,0.2,0.2,0.4,0.0,456781
ST,Sweeper,BR,25,4.99,7,6,2,28.57,1,14.29,13,4,30.77,16.0,4,16.0,32.0,33.33,9.09,14.29,0.167,0.286,0.667,0.953,0.5,456781
FC,Cutter,FB,17,3.39,2,2,0,0.0,0,0.0,7,2,28.57,11.76,5,29.41,41.18,33.33,0.65,0.0,0.5,0.5,2.0,2.5,1.5,456781
KC,Knuckle Curve,BR,10,2.0,3,3,2,66.67,0,0.0,6,3,50.0,30.0,1,10.0,40.0,50.0,4.55,28.57,0.0,0.0,0.0,0.0,0.0,456781
FS,Split-Finger,OS,7,1.4,3,3,0,0.0,0,0.0,3,0,0.0,0.0,0,0.0,0.0,0.0,0.65,0.0,0.333,0.333,0.333,0.666,0.0,456781
SV,Slurve,BR,1,0.2,1,1,0,0.0,0,0.0,1,0,0.0,0.0,0,0.0,0.0,,0.65,0.0,0.0,0.0,0.0,0.0,0.0,456781
,,,1,0.2,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,,0.0,,,,,,,456781
FF,4-Seam Fastball,FB,182,31.71,45,36,14,31.11,8,17.78,80,24,30.0,13.19,31,17.03,30.22,14.81,30.05,25.45,0.278,0.422,0.556,0.978,0.278,457705
SI,Sinker,FB,105,18.29,24,21,5,20.83,3,12.5,44,9,20.45,8.57,35,33.33,41.9,12.12,18.03,15.15,0.286,0.375,0.714,1.089,0.428,457705
SL,Slider,BR,98,17.07,25,22,12,48.0,3,12.0,39,21,53.85,21.43,11,11.22,32.65,24.62,21.31,30.77,0.091,0.2,0.091,0.291,0.0,457705
CH,Changeup,OS,87,15.16,20,19,2,10.0,1,5.0,41,8,19.51,9.2,13,14.94,24.14,20.45,13.11,8.33,0.263,0.3,0.368,0.6679999999999999,0.1049999999999999,457705
FC,Cutter,FB,39,6.79,7,6,3,42.86,0,0.0,19,6,31.58,15.38,7,17.95,33.33,16.67,6.56,25.0,0.0,0.143,0.0,0.143,0.0,457705
CU,Curveball,BR,31,5.4,11,8,3,27.27,0,0.0,12,4,33.33,12.9,6,19.35,32.26,6.67,7.1,23.08,0.0,0.2,0.0,0.2,0.0,457705
ST,Sweeper,BR,18,3.14,6,5,1,16.67,1,16.67,7,1,14.29,5.56,3,16.67,22.22,0.0,2.19,25.0,0.2,0.333,0.2,0.533,0.0,457705
KC,Knuckle Curve,BR,8,1.39,3,2,1,33.33,1,33.33,3,2,66.67,25.0,1,12.5,37.5,20.0,1.09,50.0,0.0,0.333,0.0,0.333,0.0,457705
FS,Split-Finger,OS,6,1.05,1,1,0,0.0,0,0.0,3,0,0.0,0.0,2,33.33,33.33,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,457705
FF,4-Seam Fastball,FB,290,45.31,58,47,15,25.86,8,13.79,127,24,18.9,8.28,62,21.38,29.66,18.32,44.25,15.0,0.213,0.345,0.404,0.749,0.191,457759
SI,Sinker,FB,89,13.91,18,14,1,5.56,4,22.22,34,4,11.76,4.49,21,23.6,28.09,23.08,8.85,5.0,0.286,0.444,0.357,0.8009999999999999,0.071,457759
CH,Changeup,OS,73,11.41,21,20,2,9.52,1,4.76,33,3,9.09,4.11,9,12.33,16.44,28.89,12.83,3.45,0.3,0.333,0.5,0.833,0.2,457759
SL,Slider,BR,66,10.31,17,16,4,23.53,1,5.88,33,7,21.21,10.61,7,10.61,21.21,32.43,12.83,13.79,0.125,0.176,0.125,0.301,0.0,457759
FC,Cutter,FB,48,7.5,7,6,0,0.0,1,14.29,28,1,3.57,2.08,6,12.5,14.58,36.36,6.19,0.0,0.5,0.571,1.0,1.571,0.5,457759
CU,Curveball,BR,42,6.56,13,12,2,15.38,0,0.0,20,2,10.0,4.76,4,9.52,14.29,40.0,9.73,9.09,0.25,0.308,0.333,0.641,0.083,457759
ST,Sweeper,BR,17,2.66,3,2,0,0.0,0,0.0,12,1,8.33,5.88,2,11.76,17.65,50.0,3.54,0.0,0.5,0.333,0.5,0.833,0.0,457759
,,,9,1.41,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.0,,,1.0,,,,457759
KC,Knuckle Curve,BR,4,0.62,2,2,1,50.0,0,0.0,4,1,25.0,25.0,0,0.0,25.0,100.0,1.33,33.33,0.5,0.5,0.5,1.0,0.0,457759
SV,Slurve,BR,2,0.31,0,0,0,,0,,0,0,,0.0,0,0.0,0.0,0.0,0.44,0.0,,,,,,457759
FF,4-Seam Fastball,FB,198,30.56,63,55,7,11.11,6,9.52,100,20,20.0,10.1,43,21.72,31.82,21.79,26.88,16.28,0.291,0.371,0.636,1.007,0.345,467793
CH,Changeup,OS,123,18.98,26,25,5,19.23,1,3.85,44,12,27.27,9.76,18,14.63,24.39,23.17,20.62,15.15,0.28,0.308,0.56,0.8680000000000001,0.28,467793
SI,Sinker,FB,78,12.04,20,16,3,15.0,4,20.0,31,4,12.9,5.13,16,20.51,25.64,13.16,11.88,15.79,0.312,0.45,0.312,0.762,0.0,467793
SL,Slider,BR,71,10.96,15,14,5,33.33,1,6.67,25,11,44.0,15.49,12,16.9,32.39,25.53,14.37,21.74,0.214,0.267,0.5,0.767,0.286,467793
CU,Curveball,BR,65,10.03,16,16,4,25.0,0,0.0,22,5,22.73,7.69,15,23.08,30.77,15.62,11.88,21.05,0.188,0.188,0.25,0.438,0.062,467793
FC,Cutter,FB,53,8.18,10,9,2,20.0,1,10.0,25,7,28.0,13.21,6,11.32,24.53,23.33,5.0,25.0,0.333,0.4,0.889,1.289,0.556,467793
ST,Sweeper,BR,30,4.63,9,9,2,22.22,0,0.0,15,1,6.67,3.33,4,13.33,16.67,8.33,6.88,18.18,0.333,0.333,1.0,1.333,0.667,467793
KC,Knuckle Curve,BR,11,1.7,1,1,0,0.0,0,0.0,3,1,33.33,9.09,3,27.27,36.36,0.0,1.25,0.0,1.0,1.0,2.0,3.0,1.0,467793
FS,Split-Finger,OS,11,1.7,2,2,0,0.0,0,0.0,5,2,40.0,18.18,0,0.0,18.18,33.33,0.62,0.0,0.5,0.5,0.5,1.0,0.0,467793
,,,6,0.93,2,0,0,0.0,2,100.0,0,0,,0.0,0,0.0,0.0,,0.62,0.0,,1.0,,,,467793
SV,Slurve,BR,2,0.31,0,0,0,,0,,0,0,,0.0,2,100.0,100.0,,0.0,,,,,,,467793
FF,4-Seam Fastball,FB,51,40.8,11,9,3,27.27,2,18.18,23,4,17.39,7.84,10,19.61,27.45,14.29,39.47,20.0,0.111,0.273,0.111,0.384,0.0,493329
CH,Changeup,OS,17,13.6,3,2,0,0.0,1,33.33,5,3,60.0,17.65,2,11.76,29.41,14.29,18.42,0.0,0.0,0.333,0.0,0.333,0.0,493329
SL,Slider,BR,15,12.0,2,2,1,50.0,0,0.0,5,2,40.0,13.33,3,20.0,33.33,0.0,18.42,14.29,0.0,0.0,0.0,0.0,0.0,493329
CU,Curveball,BR,14,11.2,1,1,1,100.0,0,0.0,2,1,50.0,7.14,4,28.57,35.71,18.18,5.26,50.0,0.0,0.0,0.0,0.0,0.0,493329
SI,Sinker,FB,11,8.8,4,3,0,0.0,1,25.0,5,0,0.0,0.0,2,18.18,18.18,28.57,5.26,0.0,0.0,0.25,0.0,0.25,0.0,493329
FS,Split-Finger,OS,8,6.4,2,1,1,50.0,1,50.0,2,1,50.0,12.5,1,12.5,25.0,0.0,5.26,0.0,0.0,0.5,0.0,0.5,0.0,493329
FC,Cutter,FB,5,4.0,2,2,0,0.0,0,0.0,2,0,0.0,0.0,2,40.0,40.0,0.0,2.63,0.0,0.5,0.5,0.5,1.0,0.0,493329
ST,Sweeper,BR,3,2.4,2,1,1,50.0,0,0.0,2,0,0.0,0.0,1,33.33,33.33,,5.26,50.0,0.0,0.0,0.0,0.0,0.0,493329
KC,Knuckle Curve,BR,1,0.8,0,0,0,,0,,0,0,,0.0,1,100.0,100.0,,0.0,,,,,,,493329
