gid,date,year,batter,bSide,pitcher,pSide,result,isStrikeout,isWalk,bPA,bAVG,bK,bK%,bBB,bBB%,bOPS,bISO,bWhiff%,bSwStr%,bcStr%,bCSW%,bChase%,bPutaway%,pbPA,pbAVG,pbK,pbK%,pbBB,pbBB%,pbOPS,pbISO,pbWhiff%,pbSwStr%,pbcStr%,pbCSW%,pbChase%,pbPutaway%,pPA,pAVG,pK,pK%,pBB,pBB%,pOPS,pISO,pWhiff%,pSwStr%,pcStr%,pCSW%,pChase%,pPutaway%,ppPA,ppAVG,ppK,ppK%,ppBB,ppBB%,ppOPS,ppISO,ppWhiff%,ppSwStr%,ppcStr%,ppCSW%,ppChase%,ppPutaway%
745996,2024-05-01,2024,650490,R,607067,R,field_out,False,False,90.0,0.198,18.0,20.0,7.0,7.78,0.55,0.07400000000000001,14.69,6.53,17.09,23.62,24.52,13.33,462.0,0.322,72.0,15.58,49.0,10.61,0.881,0.1559999999999999,18.95,8.0,18.68,26.68,19.71,15.69,45.0,0.22,8.0,17.78,4.0,8.89,0.582,0.07299999999999998,19.51,10.19,14.01,24.2,28.0,20.0,270.0,0.22,62.0,22.96,19.0,7.04,0.65,0.151,28.46,13.58,17.08,30.66,28.62,18.94
745996,2024-05-01,2024,680700,L,607067,R,single,False,False,80.0,0.308,19.0,23.75,13.0,16.25,0.907,0.16899999999999998,27.61,12.05,16.61,28.66,24.52,22.89,82.0,0.216,10.0,12.2,6.0,7.32,0.7390000000000001,0.243,15.71,6.75,18.4,25.15,18.99,10.75,74.0,0.25,10.0,13.51,5.0,6.76,0.782,0.22099999999999997,15.7,7.04,17.41,24.44,19.26,16.13,247.0,0.251,48.0,19.43,19.0,7.69,0.8160000000000001,0.251,19.13,9.16,18.52,27.68,26.2,15.34
745996,2024-05-01,2024,668227,R,607067,R,field_out,False,False,87.0,0.138,27.0,31.03,7.0,8.05,0.432,0.087,37.09,15.22,20.65,35.87,24.6,22.88,517.0,0.254,119.0,23.02,62.0,11.99,0.7769999999999999,0.1589999999999999,29.93,12.82,18.77,31.59,26.93,19.44,45.0,0.22,8.0,17.78,4.0,8.89,0.582,0.07299999999999998,19.51,10.19,14.01,24.2,28.0,20.0,270.0,0.22,62.0,22.96,19.0,7.04,0.65,0.151,28.46,13.58,17.08,30.66,28.62,18.94
745996,2024-05-01,2024,642708,R,607067,R,strikeout,True,False,72.0,0.304,10.0,13.89,3.0,4.17,0.753,0.11599999999999999,16.79,9.09,14.23,23.32,33.06,12.99,353.0,0.252,72.0,20.4,18.0,5.1,0.636,0.091,25.7,13.68,14.7,28.38,39.8,19.35,45.0,0.22,8.0,17.78,4.0,8.89,0.582,0.07299999999999998,19.51,10.19,14.01,24.2,28.0,20.0,270.0,0.22,62.0,22.96,19.0,7.04,0.65,0.151,28.46,13.58,17.08,30.66,28.62,18.94
745996,2024-05-01,2024,686217,L,621107,R,field_out,False,False,103.0,0.253,22.0,21.36,11.0,10.68,0.648,0.05499999999999999,18.83,7.49,23.26,30.75,24.34,19.3,180.0,0.261,30.0,16.67,23.0,12.78,0.722,0.1049999999999999,15.26,6.63,20.31,26.94,29.52,13.18,57.0,0.218,10.0,17.54,2.0,3.51,0.591,0.12699999999999997,19.28,8.94,18.44,27.37,19.72,29.41,345.0,0.21,80.0,23.19,13.0,3.77,0.594,0.144,21.17,10.93,16.75,27.67,33.11,21.82
745996,2024-05-01,2024,661388,R,621107,R,field_out,False,False,109.0,0.354,21.0,19.27,11.0,10.09,1.004,0.21899999999999997,32.22,14.54,14.79,29.32,22.01,19.44,434.0,0.262,94.0,21.66,42.0,9.68,0.72,0.119,27.61,11.63,19.55,31.17,24.86,18.08,91.0,0.299,20.0,21.98,2.0,2.2,0.813,0.195,23.38,11.8,20.33,32.13,31.71,21.98,361.0,0.259,106.0,29.36,11.0,3.05,0.6890000000000001,0.143,27.2,13.04,21.18,34.21,34.97,26.5
745996,2024-05-01,2024,642715,R,621107,R,strikeout,True,False,111.0,0.302,23.0,20.72,13.0,11.71,0.86,0.16699999999999998,31.71,14.71,14.93,29.64,24.66,18.25,480.0,0.212,117.0,24.38,47.0,9.79,0.702,0.194,32.44,16.53,12.85,29.38,32.69,19.28,91.0,0.299,20.0,21.98,2.0,2.2,0.813,0.195,23.38,11.8,20.33,32.13,31.71,21.98,361.0,0.259,106.0,29.36,11.0,3.05,0.6890000000000001,0.143,27.2,13.04,21.18,34.21,34.97,26.5
745996,2024-05-01,2024,668853,L,607067,R,field_out,False,False,35.0,0.188,12.0,34.29,3.0,8.57,0.663,0.21800000000000003,40.0,16.78,20.28,37.06,22.86,27.91,,,,,,,,,,,,,,,74.0,0.25,10.0,13.51,5.0,6.76,0.782,0.22099999999999997,15.7,7.04,17.41,24.44,19.26,16.13,247.0,0.251,48.0,19.43,19.0,7.69,0.8160000000000001,0.251,19.13,9.16,18.52,27.68,26.2,15.34
745996,2024-05-01,2024,592348,L,607067,R,field_out,False,False,12.0,0.2,4.0,33.33,0.0,0.0,0.4,0.0,37.5,14.29,21.43,35.71,10.53,44.44,,,,,,,,,,,,,,,74.0,0.25,10.0,13.51,5.0,6.76,0.782,0.22099999999999997,15.7,7.04,17.41,24.44,19.26,16.13,247.0,0.251,48.0,19.43,19.0,7.69,0.8160000000000001,0.251,19.13,9.16,18.52,27.68,26.2,15.34
745996,2024-05-01,2024,676609,R,607067,R,single,False,False,76.0,0.247,14.0,18.42,0.0,0.0,0.66,0.15000000000000002,25.52,12.94,18.88,31.82,36.0,16.09,156.0,0.186,37.0,23.72,15.0,9.62,0.588,0.1009999999999999,24.9,10.03,24.36,34.39,27.59,18.69,45.0,0.22,8.0,17.78,4.0,8.89,0.582,0.07299999999999998,19.51,10.19,14.01,24.2,28.0,20.0,270.0,0.22,62.0,22.96,19.0,7.04,0.65,0.151,28.46,13.58,17.08,30.66,28.62,18.94
