gid,date,year,batter,bSide,pitcher,pSide,result,isStrikeout,isWalk,bPA,bAVG,bK,bK%,bBB,bBB%,bOPS,bISO,bWhiff%,bSwStr%,bcStr%,bCSW%,bChase%,bPutaway%,pbPA,pbAVG,pbK,pbK%,pbBB,pbBB%,pbOPS,pbISO,pbWhiff%,pbSwStr%,pbcStr%,pbCSW%,pbChase%,pbPutaway%,pPA,pAVG,pK,pK%,pBB,pBB%,pOPS,pISO,pWhiff%,pSwStr%,pcStr%,pCSW%,pChase%,pPutaway%,ppPA,ppAVG,ppK,ppK%,ppBB,ppBB%,ppOPS,ppISO,ppWhiff%,ppSwStr%,ppcStr%,ppCSW%,ppChase%,ppPutaway%
745842,2024-04-01,2024,663837,R,640455,L,field_out,False,False,3.0,0.333,2.0,66.67,0.0,0.0,0.666,0.0,0.0,0.0,45.45,45.45,0.0,100.0,147.0,0.264,20.0,13.61,15.0,10.2,0.6990000000000001,0.0929999999999999,14.72,6.63,19.9,26.53,28.37,10.75,,,,,,,,,,,,,,,328.0,0.253,79.0,24.09,28.0,8.54,0.773,0.193,24.72,12.91,14.09,27.0,27.61,17.17
745842,2024-04-01,2024,628451,R,640455,L,strikeout,True,False,4.0,0.667,1.0,25.0,0.0,0.0,1.167,0.0,25.0,16.67,0.0,16.67,50.0,50.0,118.0,0.261,24.0,20.34,6.0,5.08,0.8200000000000001,0.262,23.36,12.59,13.85,26.45,37.13,23.53,,,,,,,,,,,,,,,328.0,0.253,79.0,24.09,28.0,8.54,0.773,0.193,24.72,12.91,14.09,27.0,27.61,17.17
745842,2024-04-01,2024,679529,R,640455,L,field_out,False,False,4.0,0.333,0.0,0.0,1.0,25.0,0.833,0.0,0.0,0.0,16.67,16.67,0.0,0.0,161.0,0.231,33.0,20.5,16.0,9.94,0.8280000000000001,0.293,22.59,10.48,15.72,26.19,21.59,17.01,,,,,,,,,,,,,,,328.0,0.253,79.0,24.09,28.0,8.54,0.773,0.193,24.72,12.91,14.09,27.0,27.61,17.17
745842,2024-04-01,2024,607043,L,681857,R,hit_by_pitch,False,False,8.0,0.0,4.0,50.0,0.0,0.0,0.0,0.0,26.32,12.82,17.95,30.77,35.0,25.0,448.0,0.266,98.0,21.88,60.0,13.39,0.874,0.235,20.87,8.67,19.47,28.14,19.23,16.42,,,,,,,,,,,,,,,190.0,0.218,50.0,26.32,23.0,12.11,0.687,0.158,25.27,11.11,16.18,27.29,26.16,18.12
745842,2024-04-01,2024,596019,L,681857,R,walk,False,True,9.0,0.125,1.0,11.11,1.0,11.11,0.347,0.0,5.88,2.7,18.92,21.62,29.41,7.69,483.0,0.242,102.0,21.12,51.0,10.56,0.757,0.182,23.68,11.49,14.35,25.84,28.12,17.29,,,,,,,,,,,,,,,190.0,0.218,50.0,26.32,23.0,12.11,0.687,0.158,25.27,11.11,16.18,27.29,26.16,18.12
745842,2024-04-01,2024,624413,R,681857,R,field_out,False,False,9.0,0.444,0.0,0.0,0.0,0.0,1.222,0.334,13.33,7.41,18.52,25.93,45.45,0.0,475.0,0.214,109.0,22.95,44.0,9.26,0.8069999999999999,0.281,26.53,11.43,18.24,29.67,27.59,22.11,,,,,,,,,,,,,,,232.0,0.213,53.0,22.84,10.0,4.31,0.621,0.158,29.12,14.08,17.25,31.33,33.69,18.86
745842,2024-04-01,2024,682626,R,681857,R,grounded_into_double_play,False,False,7.0,0.333,2.0,28.57,1.0,14.29,0.929,0.16699999999999998,53.33,30.77,7.69,38.46,20.0,25.0,275.0,0.229,73.0,26.55,17.0,6.18,0.7769999999999999,0.257,32.18,14.61,18.33,32.94,27.78,26.07,,,,,,,,,,,,,,,232.0,0.213,53.0,22.84,10.0,4.31,0.621,0.158,29.12,14.08,17.25,31.33,33.69,18.86
745842,2024-04-01,2024,682985,L,640455,L,strikeout,True,False,4.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,37.5,15.79,21.05,36.84,12.5,28.57,93.0,0.279,30.0,32.26,7.0,7.53,0.6930000000000001,0.0809999999999999,30.96,15.64,16.92,32.56,32.98,21.74,,,,,,,,,,,,,,,172.0,0.2,49.0,28.49,14.0,8.14,0.5700000000000001,0.0969999999999999,22.78,10.21,19.15,29.36,25.81,20.08
745842,2024-04-01,2024,592192,R,640455,L,field_out,False,False,4.0,0.0,2.0,50.0,1.0,25.0,0.25,0.0,30.77,14.29,14.29,28.57,30.77,11.11,168.0,0.264,23.0,13.69,21.0,12.5,0.825,0.2,17.23,7.09,21.84,28.93,23.86,9.54,,,,,,,,,,,,,,,328.0,0.253,79.0,24.09,28.0,8.54,0.773,0.193,24.72,12.91,14.09,27.0,27.61,17.17
745842,2024-04-01,2024,668670,R,640455,L,strikeout,True,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,16.67,0.0,16.67,33.33,0.0,108.0,0.235,34.0,31.48,8.0,7.41,0.8600000000000001,0.326,32.64,14.72,17.76,32.48,23.9,29.06,,,,,,,,,,,,,,,328.0,0.253,79.0,24.09,28.0,8.54,0.773,0.193,24.72,12.91,14.09,27.0,27.61,17.17
745842,2024-04-01,2024,621466,L,681857,R,field_out,False,False,5.0,0.0,4.0,80.0,1.0,20.0,0.2,0.0,57.14,15.38,34.62,50.0,8.33,36.36,136.0,0.273,43.0,31.62,10.0,7.35,0.92,0.3059999999999999,35.89,18.63,10.49,29.11,25.44,24.85,,,,,,,,,,,,,,,190.0,0.218,50.0,26.32,23.0,12.11,0.687,0.158,25.27,11.11,16.18,27.29,26.16,18.12
745842,2024-04-01,2024,516782,R,681857,R,single,False,False,8.0,0.25,1.0,12.5,0.0,0.0,0.875,0.375,25.0,11.76,11.76,23.53,13.33,10.0,245.0,0.238,51.0,20.82,11.0,4.49,0.611,0.079,28.63,15.5,14.75,30.25,37.87,18.35,,,,,,,,,,,,,,,232.0,0.213,53.0,22.84,10.0,4.31,0.621,0.158,29.12,14.08,17.25,31.33,33.69,18.86
745842,2024-04-01,2024,683146,L,681857,R,field_out,False,False,6.0,0.167,3.0,50.0,0.0,0.0,0.334,0.0,35.71,20.0,20.0,40.0,33.33,33.33,292.0,0.225,80.0,27.4,25.0,8.56,0.641,0.1189999999999999,30.1,13.64,17.18,30.83,25.34,24.84,,,,,,,,,,,,,,,190.0,0.218,50.0,26.32,23.0,12.11,0.687,0.158,25.27,11.11,16.18,27.29,26.16,18.12
745842,2024-04-01,2024,664056,R,681857,R,strikeout,True,False,4.0,0.0,2.0,50.0,0.0,0.0,0.0,0.0,44.44,22.22,16.67,38.89,40.0,25.0,248.0,0.207,45.0,18.15,9.0,3.63,0.504,0.056,25.06,12.41,16.74,29.16,37.02,20.45,,,,,,,,,,,,,,,232.0,0.213,53.0,22.84,10.0,4.31,0.621,0.158,29.12,14.08,17.25,31.33,33.69,18.86
745842,2024-04-01,2024,570482,R,640455,L,strikeout,True,False,,,,,,,,,,,,,,,53.0,0.373,6.0,11.32,1.0,1.89,0.867,0.1169999999999999,13.56,7.96,11.94,19.9,44.55,8.82,,,,,,,,,,,,,,,328.0,0.253,79.0,24.09,28.0,8.54,0.773,0.193,24.72,12.91,14.09,27.0,27.61,17.17
745842,2024-04-01,2024,595879,R,640455,L,strikeout,True,False,3.0,0.333,0.0,0.0,0.0,0.0,0.666,0.0,20.0,12.5,25.0,37.5,0.0,0.0,139.0,0.232,27.0,19.42,12.0,8.63,0.6539999999999999,0.1199999999999999,28.73,15.78,11.48,27.25,40.29,22.5,,,,,,,,,,,,,,,328.0,0.253,79.0,24.09,28.0,8.54,0.773,0.193,24.72,12.91,14.09,27.0,27.61,17.17
745842,2024-04-01,2024,608348,R,640455,L,field_out,False,False,2.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,43.0,0.229,13.0,30.23,8.0,18.6,0.8009999999999999,0.1999999999999999,33.78,14.2,17.61,31.82,21.28,28.89,,,,,,,,,,,,,,,328.0,0.253,79.0,24.09,28.0,8.54,0.773,0.193,24.72,12.91,14.09,27.0,27.61,17.17
