mlbid,PA,AB,pitches,AVG,K,K%,BB,BB%,obp,SLG,OPS,ISO,swings,Whiffs,Whiff%,SwStr%,Called Strikes,cStr%,CSW%,Chase%,Putaway%
663623,451,406,1685,0.286,67,14.86,37,8.2,0.351,0.554,0.905,0.26800000000000007,772,138,17.88,8.19,289,17.15,25.34,24.77,14.41
663903,404,352,1641,0.25,100,24.75,37,9.16,0.331,0.46,0.791,0.21000000000000002,725,165,22.76,10.05,299,18.22,28.28,23.53,20.0
686613,379,334,1639,0.195,115,30.34,40,10.55,0.281,0.323,0.6040000000000001,0.128,731,235,32.15,14.34,258,15.74,30.08,28.43,22.33
605135,420,375,1637,0.283,87,20.71,37,8.81,0.352,0.461,0.813,0.17800000000000005,744,157,21.1,9.59,268,16.37,25.96,21.51,19.51
678394,414,357,1628,0.232,67,16.18,41,9.9,0.322,0.364,0.6859999999999999,0.13199999999999998,744,144,19.35,8.85,237,14.56,23.4,24.64,14.63
694973,394,362,1616,0.21,124,31.47,28,7.11,0.272,0.334,0.6060000000000001,0.12400000000000003,818,271,33.13,16.77,222,13.74,30.51,29.63,23.3
676440,413,371,1612,0.237,89,21.55,33,7.99,0.306,0.41,0.716,0.173,751,172,22.9,10.67,273,16.94,27.61,24.61,16.95
657277,429,399,1612,0.286,104,24.24,22,5.13,0.325,0.444,0.769,0.15800000000000003,758,174,22.96,10.79,321,19.91,30.71,30.33,20.36
694297,416,377,1609,0.268,74,17.79,22,5.29,0.324,0.451,0.775,0.183,779,155,19.9,9.63,250,15.54,25.17,29.98,15.77
622491,376,335,1584,0.278,69,18.35,34,9.04,0.348,0.466,0.8140000000000001,0.188,806,169,20.97,10.67,192,12.12,22.79,28.11,12.57
667755,396,343,1579,0.233,76,19.19,46,11.62,0.328,0.338,0.666,0.10500000000000001,692,170,24.57,10.77,242,15.33,26.09,24.63,17.8
701542,397,342,1576,0.266,79,19.9,47,11.84,0.35,0.436,0.786,0.16999999999999998,639,128,20.03,8.12,290,18.4,26.52,23.6,19.13
668909,363,313,1554,0.163,93,25.62,48,13.22,0.273,0.323,0.5960000000000001,0.16,714,195,27.31,12.55,241,15.51,28.06,24.9,17.21
642547,369,323,1552,0.204,92,24.93,41,11.11,0.299,0.316,0.615,0.11200000000000002,721,198,27.46,12.76,217,13.98,26.74,28.7,17.86
665152,382,354,1547,0.249,74,19.37,24,6.28,0.297,0.438,0.735,0.189,784,188,23.98,12.15,214,13.83,25.99,29.95,15.51
668678,400,360,1527,0.256,76,19.0,34,8.5,0.326,0.422,0.748,0.16599999999999998,672,167,24.85,10.94,274,17.94,28.88,28.69,18.18
656427,360,315,1523,0.248,90,25.0,41,11.39,0.337,0.425,0.762,0.177,666,164,24.62,10.77,272,17.86,28.63,27.3,19.15
656302,353,303,1522,0.241,99,28.05,42,11.9,0.339,0.396,0.7350000000000001,0.15500000000000003,722,227,31.44,14.91,208,13.67,28.58,28.36,19.48
605280,377,323,1503,0.223,66,17.51,44,11.67,0.325,0.356,0.681,0.13299999999999998,659,137,20.79,9.12,256,17.03,26.15,28.77,15.8
518876,399,369,1498,0.222,81,20.3,29,7.27,0.281,0.428,0.7090000000000001,0.206,714,158,22.13,10.55,262,17.49,28.04,34.0,19.06
656605,377,341,1490,0.27,69,18.3,33,8.75,0.338,0.452,0.79,0.182,721,135,18.72,9.06,227,15.23,24.3,23.49,16.2
645261,369,319,1469,0.229,58,15.72,42,11.38,0.314,0.404,0.718,0.17500000000000002,694,145,20.89,9.87,226,15.38,25.26,24.29,13.21
543243,392,364,1453,0.245,114,29.08,20,5.1,0.286,0.382,0.6679999999999999,0.137,694,193,27.81,13.28,263,18.1,31.38,31.28,28.18
621244,374,328,1439,0.247,78,20.86,42,11.23,0.332,0.36,0.692,0.11299999999999999,642,134,20.87,9.31,236,16.4,25.71,25.42,19.45
601713,355,324,1429,0.185,93,26.2,27,7.61,0.246,0.293,0.5389999999999999,0.10799999999999998,647,145,22.41,10.15,289,20.22,30.37,25.72,22.14
693433,371,340,1428,0.197,89,23.99,24,6.47,0.254,0.35,0.604,0.15299999999999997,742,173,23.32,12.11,196,13.73,25.84,25.44,18.82
657746,359,328,1422,0.241,84,23.4,21,5.85,0.296,0.448,0.744,0.20700000000000002,710,159,22.39,11.18,223,15.68,26.86,24.04,18.96
608372,360,333,1402,0.273,55,15.28,20,5.56,0.32,0.502,0.8220000000000001,0.22899999999999998,646,109,16.87,7.77,220,15.69,23.47,29.48,15.04
607625,364,324,1401,0.272,67,18.41,31,8.52,0.345,0.512,0.857,0.24,612,120,19.61,8.57,252,17.99,26.55,24.02,17.4
592332,370,342,1401,0.193,84,22.7,24,6.49,0.247,0.339,0.5860000000000001,0.14600000000000002,732,180,24.59,12.85,232,16.56,29.41,34.25,19.31
450203,345,280,1393,0.257,85,24.64,43,12.46,0.371,0.443,0.8140000000000001,0.186,659,188,28.53,13.5,209,15.0,28.5,28.34,20.0
608379,372,343,1387,0.245,63,16.94,23,6.18,0.295,0.35,0.645,0.10499999999999998,706,148,20.96,10.67,210,15.14,25.81,29.31,15.44
663978,345,317,1375,0.256,54,15.65,21,6.09,0.306,0.492,0.798,0.236,716,145,20.25,10.55,176,12.8,23.35,32.04,11.87
554430,337,305,1372,0.193,113,33.53,22,6.53,0.262,0.37,0.632,0.177,702,227,32.34,16.55,166,12.1,28.64,29.05,26.65
571945,364,337,1359,0.27,53,14.56,21,5.77,0.316,0.496,0.812,0.22599999999999998,669,112,16.74,8.24,224,16.48,24.72,26.13,13.15
607067,350,308,1358,0.292,66,18.86,32,9.14,0.357,0.497,0.854,0.20500000000000002,602,125,20.76,9.2,250,18.41,27.61,25.78,16.84
669467,349,316,1354,0.266,60,17.19,30,8.6,0.329,0.434,0.763,0.16799999999999998,609,149,24.47,11.0,216,15.95,26.96,22.95,15.11
622663,344,300,1352,0.27,58,16.86,28,8.14,0.352,0.4,0.752,0.13,621,115,18.52,8.51,212,15.68,24.19,23.4,15.03
681343,338,302,1350,0.225,78,23.08,32,9.47,0.308,0.414,0.722,0.18899999999999997,649,187,28.81,13.85,177,13.11,26.96,23.76,21.49
594798,333,307,1342,0.186,102,30.63,20,6.01,0.239,0.349,0.588,0.16299999999999998,673,204,30.31,15.2,204,15.2,30.4,30.78,24.4
683004,327,290,1336,0.183,79,24.16,35,10.7,0.273,0.321,0.5940000000000001,0.138,642,156,24.3,11.68,193,14.45,26.12,23.73,19.75
641793,354,332,1330,0.238,63,17.8,17,4.8,0.276,0.434,0.71,0.196,693,143,20.63,10.75,193,14.51,25.26,32.22,16.2
656876,325,294,1325,0.228,78,24.0,22,6.77,0.29,0.371,0.661,0.143,640,141,22.03,10.64,217,16.38,27.02,26.5,16.96
808967,323,297,1314,0.175,95,29.41,22,6.81,0.237,0.253,0.49,0.07800000000000001,624,177,28.37,13.47,234,17.81,31.28,29.12,23.63
434378,320,282,1313,0.262,68,21.25,31,9.69,0.336,0.401,0.7370000000000001,0.139,638,162,25.39,12.34,213,16.22,28.56,26.95,15.28
669160,334,287,1307,0.261,82,24.55,40,11.98,0.357,0.495,0.852,0.23399999999999999,562,126,22.42,9.64,237,18.13,27.77,22.35,23.77
669358,337,302,1297,0.255,95,28.19,27,8.01,0.326,0.404,0.73,0.14900000000000002,628,170,27.07,13.11,213,16.42,29.53,29.59,25.4
686752,319,280,1288,0.175,89,27.9,33,10.34,0.265,0.336,0.601,0.16100000000000003,634,176,27.76,13.66,195,15.14,28.8,27.29,20.95
680732,302,256,1284,0.238,73,24.17,40,13.25,0.342,0.426,0.768,0.188,587,145,24.7,11.29,199,15.5,26.79,25.73,17.8
663554,341,317,1281,0.268,79,23.17,18,5.28,0.307,0.423,0.73,0.15499999999999997,639,169,26.45,13.19,205,16.0,29.2,29.36,21.35
607200,326,281,1265,0.31,37,11.35,41,12.58,0.395,0.527,0.922,0.21700000000000003,543,90,16.57,7.11,198,15.65,22.77,22.64,10.81
543294,344,307,1254,0.238,57,16.57,32,9.3,0.312,0.401,0.7130000000000001,0.16300000000000003,591,118,19.97,9.41,220,17.54,26.95,33.73,16.06
621111,315,273,1251,0.3,49,15.56,35,11.11,0.389,0.44,0.829,0.14,551,100,18.15,7.99,223,17.83,25.82,24.57,13.1
641927,331,310,1249,0.274,54,16.31,16,4.83,0.312,0.481,0.7929999999999999,0.20699999999999996,635,132,20.79,10.57,198,15.85,26.42,34.0,15.0
