gid,date,year,batter,bSide,pitcher,pSide,result,isStrikeout,isWalk,bPA,bAVG,bK,bK%,bBB,bBB%,bOPS,bISO,bWhiff%,bSwStr%,bcStr%,bCSW%,bChase%,bPutaway%,pbPA,pbAVG,pbK,pbK%,pbBB,pbBB%,pbOPS,pbISO,pbWhiff%,pbSwStr%,pbcStr%,pbCSW%,pbChase%,pbPutaway%,pPA,pAVG,pK,pK%,pBB,pBB%,pOPS,pISO,pWhiff%,pSwStr%,pcStr%,pCSW%,pChase%,pPutaway%,ppPA,ppAVG,ppK,ppK%,ppBB,ppBB%,ppOPS,ppISO,ppWhiff%,ppSwStr%,ppcStr%,ppCSW%,ppChase%,ppPutaway%
777288,2025-07-01,2025,680977,L,694973,R,strikeout,True,False,222.0,0.342,21.0,9.46,21.0,9.46,0.8919999999999999,0.13799999999999996,11.46,4.98,18.03,23.01,23.51,11.05,458.0,0.286,59.0,12.88,35.0,7.64,0.7969999999999999,0.157,14.27,6.3,19.45,25.74,23.76,10.97,233.0,0.192,66.0,28.33,18.0,7.73,0.548,0.09399999999999997,31.01,15.57,14.41,29.98,29.79,21.04,264.0,0.186,86.0,32.58,22.0,8.33,0.54,0.092,30.22,15.01,14.83,29.85,30.71,23.5
777288,2025-07-01,2025,691026,R,694973,R,double,False,False,199.0,0.264,34.0,17.09,16.0,8.04,0.751,0.15699999999999997,19.53,8.21,20.4,28.61,22.55,14.72,442.0,0.274,70.0,15.84,25.0,5.66,0.6910000000000001,0.1049999999999999,18.6,8.77,18.97,27.75,30.62,13.23,176.0,0.158,44.0,25.0,11.0,6.25,0.471,0.10300000000000001,27.7,13.32,15.85,29.17,31.39,19.64,251.0,0.21,84.0,33.47,10.0,3.98,0.562,0.101,27.1,13.52,17.7,31.23,30.99,22.4
777288,2025-07-01,2025,676475,L,694973,R,field_out,False,False,219.0,0.31,29.0,13.24,12.0,5.48,0.832,0.178,15.01,7.64,15.16,22.8,30.61,15.18,453.0,0.292,59.0,13.02,29.0,6.4,0.805,0.172,18.83,10.36,11.91,22.27,34.45,13.41,233.0,0.192,66.0,28.33,18.0,7.73,0.548,0.09399999999999997,31.01,15.57,14.41,29.98,29.79,21.04,264.0,0.186,86.0,32.58,22.0,8.33,0.54,0.092,30.22,15.01,14.83,29.85,30.71,23.5
777288,2025-07-01,2025,575929,R,694973,R,field_out,False,False,241.0,0.243,58.0,24.07,19.0,7.88,0.722,0.14700000000000002,28.04,13.89,15.21,29.1,32.68,19.66,268.0,0.261,74.0,27.61,30.0,11.19,0.837,0.199,35.98,18.22,13.23,31.45,30.34,21.24,176.0,0.158,44.0,25.0,11.0,6.25,0.471,0.10300000000000001,27.7,13.32,15.85,29.17,31.39,19.64,251.0,0.21,84.0,33.47,10.0,3.98,0.562,0.101,27.1,13.52,17.7,31.23,30.99,22.4
777288,2025-07-01,2025,687462,L,669467,R,field_out,False,False,120.0,0.283,24.0,20.0,12.0,10.0,0.7829999999999999,0.14200000000000002,21.24,9.39,16.24,25.64,22.76,14.91,301.0,0.285,56.0,18.6,35.0,11.63,0.864,0.199,18.74,8.52,17.87,26.39,25.46,14.58,186.0,0.225,34.0,18.28,12.0,6.45,0.663,0.162,25.23,11.84,15.26,27.1,25.0,15.96,239.0,0.209,45.0,18.83,24.0,10.04,0.554,0.056,21.6,10.32,15.21,25.53,25.49,17.31
777288,2025-07-01,2025,457705,R,669467,R,walk,False,True,216.0,0.246,43.0,19.91,22.0,10.19,0.73,0.15500000000000003,27.7,13.23,14.8,28.03,21.26,14.58,374.0,0.244,92.0,24.6,41.0,10.96,0.756,0.18,28.33,11.75,19.41,31.16,17.18,18.33,189.0,0.296,26.0,13.76,17.0,8.99,0.837,0.177,21.32,10.07,13.48,23.55,28.27,12.56,270.0,0.267,49.0,18.15,24.0,8.89,0.7410000000000001,0.136,18.12,8.17,16.04,24.21,24.32,16.12
777288,2025-07-01,2025,668804,L,669467,R,field_out,False,False,252.0,0.243,56.0,22.22,22.0,8.73,0.6759999999999999,0.12,27.52,13.23,13.33,26.57,24.14,18.98,489.0,0.279,109.0,22.29,44.0,9.0,0.821,0.186,29.08,14.29,12.54,26.83,28.3,19.36,186.0,0.225,34.0,18.28,12.0,6.45,0.663,0.162,25.23,11.84,15.26,27.1,25.0,15.96,239.0,0.209,45.0,18.83,24.0,10.04,0.554,0.056,21.6,10.32,15.21,25.53,25.49,17.31
777288,2025-07-01,2025,693304,R,669467,R,field_out,False,False,75.0,0.304,12.0,16.0,5.0,6.67,0.796,0.14500000000000002,26.9,15.54,8.37,23.9,33.06,15.71,290.0,0.255,51.0,17.59,15.0,5.17,0.665,0.1079999999999999,23.39,12.71,11.39,24.1,30.86,16.45,189.0,0.296,26.0,13.76,17.0,8.99,0.837,0.177,21.32,10.07,13.48,23.55,28.27,12.56,270.0,0.267,49.0,18.15,24.0,8.89,0.7410000000000001,0.136,18.12,8.17,16.04,24.21,24.32,16.12
777288,2025-07-01,2025,669357,L,694973,R,strikeout,True,False,148.0,0.238,44.0,29.73,16.0,10.81,0.751,0.193,30.08,14.11,14.81,28.92,25.45,26.51,290.0,0.204,108.0,37.24,26.0,8.97,0.692,0.211,38.97,20.02,13.46,33.48,29.81,28.8,233.0,0.192,66.0,28.33,18.0,7.73,0.548,0.09399999999999997,31.01,15.57,14.41,29.98,29.79,21.04,264.0,0.186,86.0,32.58,22.0,8.33,0.54,0.092,30.22,15.01,14.83,29.85,30.71,23.5
777288,2025-07-01,2025,665877,R,694973,R,field_out,False,False,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,8.33,25.0,33.33,20.0,0.0,37.0,0.226,8.0,21.62,5.0,13.51,0.6739999999999999,0.097,16.98,6.21,24.14,30.34,20.9,19.51,176.0,0.158,44.0,25.0,11.0,6.25,0.471,0.10300000000000001,27.7,13.32,15.85,29.17,31.39,19.64,251.0,0.21,84.0,33.47,10.0,3.98,0.562,0.101,27.1,13.52,17.7,31.23,30.99,22.4
